protocol_id,protocol_name,core_eligible,core_universe_status,terminal_risk,stage2_terminal_mode_prob,composite_terminal_prob,composite_watch_band,decay_mode,evidence_level,evidence_summary,address_registry_status,candidate_address,candidate_source,adapter_address,adapter_role,adapter_evidence_status,adapter_source_type,adapter_source_note,validation_status,current_avax_core_tvl,current_total_core_tvl,current_avax_share,migrated_candidate,reason_1,reason_2,reason_3
colony,Colony,1,core_eligible,0.0722277625738374,0.1179369718112534,0.0085183235986605,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,113036.02187,284381.41168,0.397480345857463,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
complus-network,Complus Network,1,core_eligible,0.4594201504993878,0.0195678262118204,0.0089898536631804,monitor,native_revival_or_threshold_boundary,address_registered,Avalanche contract address confirmed and live code detected on C-Chain.,mapped_live_code,0x3711c397b6c8f7173391361e27e67d72f252caad,payload_field_confirmed,0x3711c397b6c8f7173391361e27e67d72f252caad,payload_explicit_avax_address,mapped_live_code,,,,61370.99588,64146.21248,0.956736080078535,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
contango-v2,Contango V2,1,core_eligible,0.0574852294672409,0.1088626490883562,0.0062579943632558,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,454797.56121,15848577.3736,0.0286964281076474,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
cook-finance,Cook Finance,1,core_eligible,0.1113937909814888,0.0341794245755786,0.0038073756770395,monitor,multichain_relocation,address_registered,Avalanche contract address confirmed and live code detected on C-Chain.,mapped_live_code,0x35bE7982bC5E40A8C9aF39A639bDDcE32081102e,adapter_source,0x35bE7982bC5E40A8C9aF39A639bDDcE32081102e,avax_staking,mapped_live_code,,,,9953.3351,132488.97919,0.0751257588431269,1,early drawdown stayed high,active-day density stayed low,peak arrived too early
core-bridge,CORE Bridge,1,core_eligible,0.0542576957716705,0.1119208850149494,0.0060725693296372,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,871506.58907,2580583.28048,0.3377169013153863,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
cougarswap,CougarSwap,1,core_eligible,0.9257431627289396,0.6715954471385461,0.6217248933083941,elevated,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,5034.2632,43950.47661,0.1145439956128839,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
coup-farm,Coup Farm,1,core_eligible,0.9956438931346328,0.9982522893772892,0.9939037957261644,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,15.19103,15.19103,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
crabada,Crabada,1,core_eligible,0.9986374302656278,0.9996838323353292,0.998321693401448,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
createmytoken,CreateMyToken,1,core_eligible,0.9416777678174968,0.8797336819161,0.8284256498606208,terminal_risk,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,9.1064,27649.28908,0.0003293538569346,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
crocodile-finance,Crocodile Finance,1,core_eligible,0.9854001125963868,0.9992542372881356,0.9846652379361456,terminal_risk,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,4.86613,4.86613,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
crypto-lottery,Crypto Lottery,1,core_eligible,0.9572794961420832,0.988203213634134,0.9459866744336712,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,2.22,10.56977,0.2100329524672722,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
cryptoblades,CryptoBlades,1,core_eligible,0.9909031188279842,0.9969672277598256,0.9878979353565006,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
cryptoyieldfocus,CryptoYieldFocus,1,core_eligible,0.9754791388185956,0.9967601350633184,0.972318718160273,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,3377.75393,3377.75393,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
curve-dex,Curve DEX,1,core_eligible,0.0443237823517016,0.0136711844677998,0.0006059586048407,monitor,native_revival_or_threshold_boundary,methodology_backed,Adapter includes avax registry handling and unwraps pool token balances directly from Curve deployment contracts.,missing_address,,,,,,adapter_onchain_aggregate,Adapter includes avax registry handling and unwraps pool token balances directly from Curve deployment contracts.,,2194030.77099,1811343134.0497105,0.0012112728558971,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
cycle-finance,Cycle Finance,1,core_eligible,0.3910821443900678,0.0147148877746835,0.0057547298653824,monitor,native_revival_or_threshold_boundary,address_registered,Avalanche contract address confirmed and live code detected on C-Chain.,mapped_live_code,0x81440c939f2c1e34fc7048e518a637205a632a74,payload_field_confirmed,0x81440c939f2c1e34fc7048e518a637205a632a74,payload_explicit_avax_address,mapped_live_code,,,,22571.60364,22571.60364,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
cytonic-airdrop-campaign,Cytonic Airdrop Campaign,1,core_eligible,0.1019651127791404,0.0177663655226126,0.0018115494641886,monitor,multichain_relocation,address_registered,Avalanche contract address confirmed and live code detected on C-Chain.,mapped_live_code,0xaEA5Bf79F1E3F2069a99A99928927988EC642e0B,adapter_source,0xaEA5Bf79F1E3F2069a99A99928927988EC642e0B,avax_bridge_depositor,mapped_live_code,,,,3186.6193,410387.92928,0.0077648952920977,1,early drawdown stayed high,active-day density stayed low,peak arrived too early
deepseadao,DeepSeaDAO,1,core_eligible,0.992843020491572,1.0,0.992843020491572,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.44685,0.44685,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
defi-yield-protocol,Defi Yield Protocol,0,boundary_excluded,,,,not_core_eligible,not_core_eligible,not_eligible,Excluded from Avalanche core universe due to missing bare Avalanche history.,missing_address,,,,,,,,,0.0,547.6956,0.0,0,,,
deficurrent,DefiCurrent,1,core_eligible,0.6309297661100409,0.9745100398991302,0.6148473915454449,elevated,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,137.00868,423.7115,0.3233536970320607,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
defiedge,DefiEdge,1,core_eligible,0.579640715356177,0.1123803802738878,0.0651402440139555,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,778.68256,878329.83335,0.0008865491418298,1,early drawdown stayed high,active-day density stayed low,peak arrived too early
definitive-yield-vaults,Definitive Yield Vaults,1,core_eligible,0.0772417451117164,0.5720742530779382,0.0441880136412216,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,6139.72513,43324.911230000005,0.1417135074416169,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
defrost,Defrost,1,core_eligible,0.3399215087311489,0.0260333456886058,0.0088492941437904,monitor,native_revival_or_threshold_boundary,address_registered,Avalanche contract address confirmed and live code detected on C-Chain.,mapped_live_code,0x47EB6F7525C1aA999FBC9ee92715F5231eB1241D,payload_field_confirmed,0x47EB6F7525C1aA999FBC9ee92715F5231eB1241D,payload_explicit_avax_address,mapped_live_code,,,,81395.44294,81395.44294,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
deltaprime,DeltaPrime,1,core_eligible,0.0488122082965244,0.0940272874367079,0.0045896795399177,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,2603900.55404,4253515.15062,0.6121761559167013,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
dexalot-dex,Dexalot DEX,1,core_eligible,0.0300952456807173,0.0980844658137845,0.0029518760961277,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,443342.88294,2783095.21066,0.1592984965954014,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
dexfinance-etf,DexFinance ETF,1,core_eligible,0.895159041716677,0.9839328695383228,0.8807764046094652,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,12.35042,4985.98702,0.0024770261034494,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
dexpad,DexPad,1,core_eligible,0.9955289987936138,0.957148865780184,0.9528694520465896,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.03492,33634.58079,1.0382171913491536e-06,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
dexvaults,dexVAULTS,1,core_eligible,0.9504401987343898,0.9574799851518532,0.910027467371928,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,4.73207,15175.61159,0.0003118207112732,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
dforce-lending,dForce Lending,1,core_eligible,0.6486865789083301,0.163290211664548,0.1059241687738927,monitor,multichain_relocation,address_registered,Avalanche contract address confirmed and live code detected on C-Chain.,mapped_live_code,0x078ad8d6faeD9DAeE55f5d446C80E0C81230DE6b,adapter_source,0x078ad8d6faeD9DAeE55f5d446C80E0C81230DE6b,avax_yield_market,mapped_live_code,,,no_code_on_avax,0.0,1036885.06964,0.0,1,early drawdown stayed high,active-day density stayed low,peak arrived too early
diamondswap,Diamondswap,1,core_eligible,0.573332465915172,0.1748958168863436,0.1002734499736957,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,43.27642,341107.61730000004,0.0001268702831749,1,early drawdown stayed high,active-day density stayed low,peak arrived too early
dodo-amm,DODO AMM,1,core_eligible,0.0266449692134702,0.1043605548119917,0.0027806837700661,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,1847660.63037,12771560.99144,0.144669914007252,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
domani-protocol,Domani Protocol,1,core_eligible,0.910183794767341,0.7331040599384971,0.6672594352341655,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,782.40496,96167.64411,0.0081358441005901,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
donaswap-v2,DONASWAP V2,1,core_eligible,0.8359979756317553,0.9910803318297996,0.8285411510981606,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,1.01802,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
dripit,dripit,1,core_eligible,0.8851147380458495,0.977236819916873,0.864966711869482,terminal_risk,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,3676.26172,3676.26172,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
dumpex,DumpEX,1,core_eligible,0.9539990249063584,0.9951544698050726,0.9493763938252432,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.08995,4.843829999999999,0.0185700158758668,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
dxsale,DxSale,1,core_eligible,0.0772796866889905,0.0937375786350147,0.0072440107078985,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,29392.91632,27257151.730110005,0.0010783561177278,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
dypius,Dypius,1,core_eligible,0.9919182246878052,0.9996838323353292,0.9916046122191612,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
dyson,Dyson,1,core_eligible,0.6354052902994897,0.1499484596210914,0.0952780445155009,monitor,multichain_relocation,methodology_backed,Adapter counts tokens locked in contracts with on-chain token-owner aggregation.,missing_address,,none_found,,,,adapter_onchain_aggregate,Adapter counts tokens locked in contracts with on-chain token-owner aggregation.,address_unavailable,0.00121,260415.15787,4.646426920371646e-09,1,early drawdown stayed high,active-day density stayed low,peak arrived too early
echidna-finance,Echidna Finance,1,core_eligible,0.4969204021690038,0.9574359130621132,0.4757694389698727,elevated,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
elasticswap,ElasticSwap,1,core_eligible,0.495512862204605,0.971573395105726,0.4814271138506839,elevated,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,1973.83719,4105.51419,0.4807770960353202,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
elk,Elk,1,core_eligible,0.1009743592185846,0.0210686792174552,0.0021273963835644,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,44098.26108,224439.31578,0.1964818905580073,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
embr-finance,Embr Finance,1,core_eligible,0.8061366270244312,0.942655237532576,0.7599089136314248,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,8754.54513,8754.54513,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
emdx,EMDX,1,core_eligible,0.578915203590869,0.9921551404922522,0.5743736951517994,elevated,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
emiswap,EmiSwap,1,core_eligible,0.929747285778782,0.8390016258801449,0.7800594844260498,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,2.00065,33547.838059999995,5.963573558516218e-05,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
empiredex,EmpireDEX,1,core_eligible,0.0663725044334513,0.0630732663929562,0.0041863306532987,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,24844.37692,2511902.47449,0.0098906614298567,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
envelop,Envelop,1,core_eligible,0.9897123470870076,0.9969672277598256,0.9867107749550044,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,3790.77615,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
etha-lend,ETHA Lend,1,core_eligible,0.9502158319227656,0.9218901345083104,0.8759946011032042,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,12.69183,12101.86319,0.0010487500809369,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
euler-v2,Euler V2,1,core_eligible,0.0709973075113688,0.0904149347116161,0.0064192169233409,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,16776776.5019,485384537.73118,0.034563887387759,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
eulerdebt,EulerDebt,1,core_eligible,0.929013814887443,0.8312679546736295,0.7722594137650305,terminal_risk,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,2990.96478,36241.770800000006,0.0825281081464153,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
everestdao,EverestDAO,1,core_eligible,0.9975201065809626,0.9996838323353292,0.9972047229784028,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
excellion-finance,Excellion Finance,1,core_eligible,0.2830077168261781,0.2123720669559708,0.0601029337868655,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,29724.8932,29724.8932,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
ferdyflip,FerdyFlip,1,core_eligible,0.2118527484605638,0.9005232114324152,0.1907783173944905,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,2703.71023,2703.99847,0.999893402306548,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
flair-dex,Flair Dex,1,core_eligible,0.7516836666322102,0.0468182513727037,0.0351925148571424,monitor,native_revival_or_threshold_boundary,weak_onchain_support,"Avalanche contract shows activity within the last 43,008 blocks.",mapped_live_code,0x107D2b7C619202D994a4d044c762Dd6F8e0c5326,address_field_avax,,,,,,revival_weak_evidence,48764.25991,48764.25991,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
flashliquidity,FlashLiquidity,1,core_eligible,0.8326485491176382,0.9973602549481374,0.8304505692301644,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,90.27084,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
float,Float,1,core_eligible,0.7281747304563357,0.0847877871426916,0.0617403240486186,monitor,native_revival_or_threshold_boundary,threshold_only,"Candidate address resolves on Avalanche, but no recent Avalanche logs were observed even after extended-window checks.",mapped_live_code,0x01309A1Ec476871760D9Ea454628500BCcc1E011,address_field_polygon,,,,,,revival_no_recent_logs_extended,16525.34508,144420.17794999998,0.11442545850983,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
flokifi-locker,FlokiFi Locker,1,core_eligible,0.4634760110184612,0.0776796888558067,0.0360026723280445,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,101116.73974,10830983.07033,0.0093358782931713,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
folks-finance-xchain,Folks Finance xChain,1,core_eligible,0.114956438655993,0.0858417346735726,0.0098680601061265,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,12837445.08387,16691627.98204,0.7690948478891899,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
fortifi,FortiFi,1,core_eligible,0.1872250835446153,0.1340125546238305,0.0250905117354739,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,415711.98424,415711.98424,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
fortress,Fortress,1,core_eligible,0.9985752175499932,0.9996838323353292,0.9982595003554624,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
fractal-protocol,Fractal Protocol,1,core_eligible,0.5289131337615781,0.8959216003648681,0.4738647012536706,elevated,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,25661.869120000003,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
frax-swap,Frax Swap,1,core_eligible,0.4411635025168799,0.0528260770933931,0.023304937194748,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,212707.11762,13792200.62261,0.015422275490345,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
freebie-life-finance,Freebie Life Finance,1,core_eligible,0.995688916847634,0.9996838323353292,0.9953741122080556,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
frost-finance,Frost Finance,1,core_eligible,,0.080415614412563,,,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,51801.28851,51801.28851,1.0,0,,,
frozen-walrus-finance,Frozen Walrus Finance,1,core_eligible,0.9981902302660944,0.9996838323353292,0.997874634792094,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
futureswap,FutureSwap,1,core_eligible,0.2348407657677272,0.9187171670746822,0.2157522430397754,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,0.0,10.40345,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
fwx-derivatives,FWX Derivatives,1,core_eligible,0.138804387897533,0.9022557402873284,0.1252370557576181,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,3554.45354,4177.17177,0.8509234802187702,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
fwx-dex,FWX DEX,1,core_eligible,0.6646722459221346,0.8122221767501681,0.5398615384082992,elevated,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,862.96093,12711.06165,0.0678905471282959,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
gaia-dao,Gaia DAO,1,core_eligible,0.9119354836610264,1.0,0.9119354836610264,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,4.80762,4.80762,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
gaj-finance,Gaj Finance,0,boundary_excluded,,,,not_core_eligible,not_core_eligible,not_eligible,Excluded from Avalanche core universe due to missing bare Avalanche history.,missing_address,,,,,,,,,0.0,17625.54822,0.0,0,,,
galaxygoogle-dao,GalaxyGoogle DAO,1,core_eligible,0.9955967130257588,0.9996838323353292,0.9952819375380476,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
gamma,Gamma,1,core_eligible,0.1271868580396356,0.0197443981778077,0.0025112279681188,monitor,avax_side_decay_but_globally_alive,address_registered,"Avalanche contract address confirmed and live code detected on C-Chain, while Avalanche share remains materially weaker than global TVL.",mapped_live_code,0xbF145c5239B1327909f3e37CA0cF890d014105E2,adapter_source,0xbF145c5239B1327909f3e37CA0cF890d014105E2,avax_registry_from_adapter,mapped_live_code,adapter_onchain_aggregate,Adapter includes explicit Avalanche hypervisor registries and sums token balances across on-chain hypervisor contracts.,,1105.23802,4745298.17486,0.0002329122384459,1,early drawdown stayed high,active-day density stayed low,peak arrived too early
genius,Genius,1,core_eligible,0.9510978587887596,0.9974919657657048,0.9487124727987524,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,1.38399,22.85049,0.0605671913381288,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
geode,Geode,1,core_eligible,0.1597487104726304,0.0799830172064714,0.012777183858444,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,471862.54128,471862.54128,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
glacier-exchange-v2,Glacier Exchange V2,1,core_eligible,0.9020642364050392,0.9652022990586268,0.8706744748767085,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,8498.89125,8498.89125,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
glacier-exchange-v3,Glacier Exchange V3,1,core_eligible,0.9139275292941582,0.9964955290843204,0.9107246968487078,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,2293.14073,2293.14073,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
gmd-protocol,GMD Protocol,1,core_eligible,0.2216808672208086,0.0684055741820243,0.0151642070074085,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,229116.58088,827256.59687,0.2769595089925946,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
gmx-v1-perps,GMX V1 Perps,1,core_eligible,0.0655589412605307,0.0375258320678047,0.0024601538202857,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,1910667.10216,3181053.59406,0.6006397080916209,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
gmx-v2-perps,GMX V2 Perps,1,core_eligible,0.0615102983878576,0.1054386865031188,0.0064855650684306,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,11052033.42784,257911989.53009,0.0428519567778782,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
goldlink,GoldLink,1,core_eligible,0.4997845541505851,0.976916726617114,0.4882478906545833,elevated,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,15.03124,3031.25947,0.0049587440958988,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
goldstation-dex-v3,GOLDSTATION DEX V3,1,core_eligible,0.2477559659622937,0.2043153212164233,0.0506203397688712,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,59953.39763,59953.39763,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
gondola-finance,Gondola Finance,1,core_eligible,0.8241179822050124,0.9885365577095296,0.8146707532754663,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,65.95341,65.95341,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
granary-finance,Granary Finance,1,core_eligible,0.0351543006096808,0.0392282441122348,0.0013790414859114,monitor,avax_side_decay_but_globally_alive,methodology_backed,Source payload contains dedicated Avalanche TVL and Avalanche-borrowed histories even though the current adapter module path is unresolved.,missing_address,,,,,,payload_chain_specific,Source payload contains dedicated Avalanche TVL and Avalanche-borrowed histories even though the current adapter module path is unresolved.,,2591.69677,156063.74323,0.0166066551805083,1,early drawdown stayed high,active-day density stayed low,peak arrived too early
grape-finance,Grape Finance,1,core_eligible,0.9986653276900738,0.9996838323353292,0.9983495820056304,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,0.0,0.0,0.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
grave-finance,Grave Finance,1,core_eligible,0.9850450781883894,0.9928026224563418,0.9779553368631452,terminal_risk,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,389.60198,389.60198,1.0,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
grim-finance,Grim Finance,1,core_eligible,0.719713501188155,0.8890611780726568,0.6398693332411376,elevated,terminal_global_decay,model_only,Early-window terminal decay model indicates persistent decline.,missing_address,,,,,,,,,20.97878,23590.67248,0.000889282830652,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
gro,Gro,1,core_eligible,0.4121401619379268,0.0329816597324273,0.0135930665831042,monitor,native_revival_or_threshold_boundary,methodology_backed,Adapter exports a dedicated avax TVL path that sums ERC4626 vault assets for Gro Labs on Avalanche.,missing_address,,,,,,adapter_onchain_aggregate,Adapter exports a dedicated avax TVL path that sums ERC4626 vault assets for Gro Labs on Avalanche.,,25556.72398,1782383.23863,0.0143385122941594,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
growth-defi,Growth DeFi,1,core_eligible,0.3712536098664973,0.1822499861508751,0.0676609652566315,monitor,resilient_or_unproven,model_only,No strong terminal decay signal under current v2 definition.,missing_address,,,,,,,,,22316.64657,22316.64747,0.999999959671362,0,early drawdown stayed high,active-day density stayed low,peak arrived too early
